participant_id	session	run	corr_mean	qc
sub-ON97604.nii.gz	V1	1	1.568641	1
sub-ON99871.nii.gz	V1	1	1.6319073	1
sub-ON97252.nii.gz	V1	1	1.6684886	1
sub-ON99620.nii.gz	V1	1	1.6782237	1
sub-ON98806.nii.gz	V1	1	1.6842326	1
sub-ON98642.nii.gz	V1	1	1.6923392	1
sub-ON97427.nii.gz	V1	1	1.6958398	1
sub-ON99703.nii.gz	V1	1	1.6975429	1
sub-ON99731.nii.gz	V1	1	1.7038461	1
sub-ON98602.nii.gz	V1	1	1.7051264	1
sub-ON98362.nii.gz	V1	1	1.7153683	1
sub-ON98502.nii.gz	V1	1	1.7253828	1
sub-ON98664.nii.gz	V1	1	1.7257175	1
sub-ON97504.nii.gz	V1	1	1.7271214	1
sub-ON97526.nii.gz	V1	1	1.7309248	1
sub-ON98098.nii.gz	V1	1	1.7323285	1
sub-ON98745.nii.gz	V1	1	1.7325984	1
sub-ON99633.nii.gz	V1	1	1.7331574	1
sub-ON99547.nii.gz	V1	1	1.7477349	1
sub-ON99299.nii.gz	V1	1	1.7519176	1
sub-ON98175.nii.gz	V1	1	1.7542552	1
sub-ON98826.nii.gz	V1	1	1.7551134	1
sub-ON99943.nii.gz	V1	1	1.755526	1
sub-ON97515.nii.gz	V1	1	1.7559277	1
sub-ON98130.nii.gz	V1	1	1.7563655	1
sub-ON97503.nii.gz	V1	1	1.7648089	1
sub-ON97765.nii.gz	V1	1	1.7689263	1
sub-ON97654.nii.gz	V1	1	1.777756	1
sub-ON98018.nii.gz	V1	1	1.7937387	1
