participant_id	session	run	corr_mean	qc
sub-205481948499.nii.gz	V1	1	1.4160751	1
sub-195594361453.nii.gz	V1	1	1.460824	1
sub-194725619450.nii.gz	V1	1	1.4696361	1
sub-198357080175.nii.gz	V1	1	1.475127	1
sub-194461506428.nii.gz	V1	1	1.4759923	1
sub-194684487354.nii.gz	V1	1	1.4882541	1
sub-202617672982.nii.gz	V1	1	1.48861	1
sub-2035_ses-wave1.nii.gz	V1	1	1.4901743	1
sub-194093056786.nii.gz	V1	1	1.4929814	1
sub-2044_ses-wave1.nii.gz	V1	1	1.4934994	1
sub-200978776791.nii.gz	V1	1	1.4935836	1
sub-196179687529.nii.gz	V1	1	1.5045729	1
sub-2035_ses-wave2.nii.gz	V1	1	1.5062066	1
sub-200503449675.nii.gz	V1	1	1.5069155	1
sub-192969634654.nii.gz	V1	1	1.516139	1
sub-202057545121.nii.gz	V1	1	1.5309325	1
sub-2043_ses-wave3.nii.gz	V1	1	1.5462959	1
sub-192785276470.nii.gz	V1	1	1.5478796	1
sub-198639009666.nii.gz	V1	1	1.5533088	1
sub-1978_ses-wave1.nii.gz	V1	1	1.5589405	1
sub-194285722232.nii.gz	V1	1	1.564524	1
sub-196_ses-wave3.nii.gz	V1	1	1.565228	1
sub-2034_ses-wave1.nii.gz	V1	1	1.5654665	1
sub-197974406551.nii.gz	V1	1	1.5659992	1
sub-201082965117.nii.gz	V1	1	1.5683299	1
sub-204626974728.nii.gz	V1	1	1.5719616	1
sub-199448573805.nii.gz	V1	1	1.5846248	1
sub-2043_ses-wave2.nii.gz	V1	1	1.5891945	1
sub-201390671874.nii.gz	V1	1	1.5978327	1
sub-199079306360.nii.gz	V1	1	1.6051832	1
sub-196_ses-wave2.nii.gz	V1	1	1.6076822	1
sub-200054890273.nii.gz	V1	1	1.6136999	1
sub-2053_ses-wave1.nii.gz	V1	1	1.6241671	1
sub-196_ses-wave1.nii.gz	V1	1	1.6283023	1
sub-1933_ses-wave1.nii.gz	V1	1	1.6284004	1
sub-2043_ses-wave1.nii.gz	V1	1	1.6289353	1
sub-199368890202.nii.gz	V1	1	1.631163	1
sub-200653930856.nii.gz	V1	1	1.6350145	1
sub-203693889668.nii.gz	V1	1	1.6361126	1
sub-2031_ses-wave1.nii.gz	V1	1	1.6443483	1
sub-192430785489.nii.gz	V1	1	1.6510499	1
sub-2031_ses-wave2.nii.gz	V1	1	1.651058	1
sub-1993_ses-wave3.nii.gz	V1	1	1.6619699	1
sub-205303482394.nii.gz	V1	1	1.6670117	1
sub-2012_ses-wave3.nii.gz	V1	1	1.6704602	1
sub-1993_ses-wave1.nii.gz	V1	1	1.6721439	1
sub-200688160174.nii.gz	V1	1	1.6738051	1
sub-2012_ses-wave2.nii.gz	V1	1	1.6743932	1
sub-195203771483.nii.gz	V1	1	1.6794567	1
sub-203114423514.nii.gz	V1	1	1.6796924	1
