participant_id	session	run	corr_mean	qc
sub-819765846714.nii.gz	V1	1	1.4532775	1
sub-817638670886.nii.gz	V1	1	1.4720384	1
sub-819_ses-wave1.nii.gz	V1	1	1.4843603	1
sub-827674851044.nii.gz	V1	1	1.5124211	1
sub-825403141019.nii.gz	V1	1	1.5133411	1
sub-818648562062.nii.gz	V1	1	1.5155655	1
sub-819345651599.nii.gz	V1	1	1.5224392	1
sub-826636241714.nii.gz	V1	1	1.559054	1
sub-817170359143.nii.gz	V1	1	1.5715588	1
sub-826455898290.nii.gz	V1	1	1.5735315	1
sub-828311225647.nii.gz	V1	1	1.5737956	1
sub-816210634962.nii.gz	V1	1	1.5891411	1
sub-823_ses-wave3.nii.gz	V1	1	1.5894121	1
sub-828848864811.nii.gz	V1	1	1.5896477	1
sub-828825650995.nii.gz	V1	1	1.5941979	1
sub-830671088590.nii.gz	V1	1	1.5994732	1
sub-825201030964.nii.gz	V1	1	1.6006979	1
sub-828187678695.nii.gz	V1	1	1.6028703	1
sub-828204754549.nii.gz	V1	1	1.6040192	1
sub-827668818840.nii.gz	V1	1	1.6040792	1
sub-823_ses-wave2.nii.gz	V1	1	1.6042398	1
sub-815762978204.nii.gz	V1	1	1.6079957	1
sub-821588656254.nii.gz	V1	1	1.6100436	1
sub-823_ses-wave1.nii.gz	V1	1	1.6150612	1
sub-815780161044.nii.gz	V1	1	1.6177616	1
sub-824804128294.nii.gz	V1	1	1.619112	1
sub-827210987847.nii.gz	V1	1	1.6275363	1
sub-815491283103.nii.gz	V1	1	1.6405866	1
sub-815376101199.nii.gz	V1	1	1.6457453	1
sub-829_ses-wave2.nii.gz	V1	1	1.6477641	1
sub-820231231679.nii.gz	V1	1	1.6512102	1
sub-826772137795.nii.gz	V1	1	1.6536006	1
sub-825486549892.nii.gz	V1	1	1.6536264	1
sub-814950017872.nii.gz	V1	1	1.6547352	1
sub-829_ses-wave3.nii.gz	V1	1	1.6556813	1
sub-822667153127.nii.gz	V1	1	1.6659709	1
sub-815980899157.nii.gz	V1	1	1.6671033	1
sub-826893413413.nii.gz	V1	1	1.6671052	1
sub-831004498487.nii.gz	V1	1	1.6718534	1
sub-822187364257.nii.gz	V1	1	1.6739297	1
sub-824506674083.nii.gz	V1	1	1.6740329	1
sub-817372801543.nii.gz	V1	1	1.6749911	1
sub-817_ses-wave2.nii.gz	V1	1	1.6758753	1
sub-818_ses-wave2.nii.gz	V1	1	1.6794645	1
sub-827202849142.nii.gz	V1	1	1.6811203	1
sub-815173026303.nii.gz	V1	1	1.6816201	1
sub-819728345558.nii.gz	V1	1	1.6823446	1
sub-818138400676.nii.gz	V1	1	1.6843282	1
sub-829_ses-wave1.nii.gz	V1	1	1.6846954	1
sub-831135278199.nii.gz	V1	1	1.6887419	1
sub-823117890275.nii.gz	V1	1	1.6932858	1
sub-830327544325.nii.gz	V1	1	1.6941671	1
sub-818_ses-wave1.nii.gz	V1	1	1.6945771	1
sub-821952995534.nii.gz	V1	1	1.6987997	1
sub-81_ses-wave1.nii.gz	V1	1	1.6995207	1
sub-822117937078.nii.gz	V1	1	1.7000155	1
sub-823113717402.nii.gz	V1	1	1.7036889	1
sub-81_ses-wave2.nii.gz	V1	1	1.7044348	1
sub-817_ses-wave1.nii.gz	V1	1	1.7044439	1
sub-825367697670.nii.gz	V1	1	1.7050012	1
sub-816300012569.nii.gz	V1	1	1.708395	1
sub-819058231563.nii.gz	V1	1	1.7091916	1
sub-815_ses-wave2.nii.gz	V1	1	1.7098583	1
sub-830297451917.nii.gz	V1	1	1.7153563	1
sub-828084540257.nii.gz	V1	1	1.7185502	1
sub-829286451165.nii.gz	V1	1	1.7190552	1
sub-815_ses-wave3.nii.gz	V1	1	1.719514	1
sub-822012913315.nii.gz	V1	1	1.7212689	1
sub-819847023081.nii.gz	V1	1	1.7227001	1
sub-829229264200.nii.gz	V1	1	1.7266544	1
sub-817_ses-wave3.nii.gz	V1	1	1.7270882	1
sub-818668515854.nii.gz	V1	1	1.7273698	1
sub-822436188074.nii.gz	V1	1	1.7289807	1
sub-815_ses-wave1.nii.gz	V1	1	1.7303542	1
sub-823056441215.nii.gz	V1	1	1.7328832	1
sub-816794694787.nii.gz	V1	1	1.7334732	1
sub-824231976656.nii.gz	V1	1	1.7345686	1
sub-823338568536.nii.gz	V1	1	1.736154	1
sub-822496166954.nii.gz	V1	1	1.7390673	1
sub-817752088722.nii.gz	V1	1	1.74264	1
sub-820914166033.nii.gz	V1	1	1.7430784	1
sub-823805022711.nii.gz	V1	1	1.7472525	1
sub-818758158145.nii.gz	V1	1	1.7496595	1
sub-816072514616.nii.gz	V1	1	1.7514842	1
sub-816361417384.nii.gz	V1	1	1.754696	1
sub-827347252526.nii.gz	V1	1	1.7576488	1
sub-831104295303.nii.gz	V1	1	1.7584935	1
sub-828779825670.nii.gz	V1	1	1.7643026	1
sub-826451552289.nii.gz	V1	1	1.7649971	1
sub-823640829061.nii.gz	V1	1	1.768498	1
sub-829944719647.nii.gz	V1	1	1.769941	1
sub-818488071158.nii.gz	V1	1	1.7758999	1
sub-820918431463.nii.gz	V1	1	1.780989	1
sub-824381268107.nii.gz	V1	1	1.7849517	1
sub-829279911985.nii.gz	V1	1	1.7881687	1
sub-826102254940.nii.gz	V1	1	1.7910994	1
sub-823314386412.nii.gz	V1	1	1.7926487	1
sub-824016129369.nii.gz	V1	1	1.804959	1
sub-824258100265.nii.gz	V1	1	1.8057892	1
sub-825991117035.nii.gz	V1	1	1.812498	1
