participant_id	session	run	corr_mean	qc
PT030_OpenNeuro_ds006040_sub-11.nii.gz	V1	1	1.053223	1
PT030_OpenNeuro_ds006067_sub-056.nii.gz	V1	1	1.3315867	1
PT030_OpenNeuro_ds006067_sub-113.nii.gz	V1	1	1.3427434	1
PT030_OpenNeuro_ds006211_sub-24.nii.gz	V1	1	1.3500065	1
PT030_OpenNeuro_ds006211_sub-23.nii.gz	V1	1	1.3559349	1
PT030_OpenNeuro_ds006067_sub-101.nii.gz	V1	1	1.3607174	1
PT030_OpenNeuro_ds006067_sub-030.nii.gz	V1	1	1.361216	1
PT030_OpenNeuro_ds006067_sub-072.nii.gz	V1	1	1.368598	1
PT030_OpenNeuro_ds006211_sub-05.nii.gz	V1	1	1.3704687	1
PT030_OpenNeuro_ds006334_sub-16.nii.gz	V1	1	1.372327	1
PT030_OpenNeuro_ds006211_sub-07.nii.gz	V1	1	1.3777101	1
PT030_OpenNeuro_ds006040_sub-14.nii.gz	V1	1	1.3842115	1
PT030_OpenNeuro_ds006067_sub-049.nii.gz	V1	1	1.3884103	1
PT030_OpenNeuro_ds006211_sub-09.nii.gz	V1	1	1.3893207	1
PT030_OpenNeuro_ds006067_sub-003.nii.gz	V1	1	1.3932074	1
PT030_OpenNeuro_ds006105_sub-28.nii.gz	V1	1	1.3952175	1
PT030_OpenNeuro_ds006092_sub-44.nii.gz	V1	1	1.4185188	1
PT030_OpenNeuro_ds006211_sub-11.nii.gz	V1	1	1.4212067	1
PT030_OpenNeuro_ds006067_sub-019.nii.gz	V1	1	1.4308649	1
PT030_OpenNeuro_ds006092_sub-38.nii.gz	V1	1	1.4352747	1
PT030_OpenNeuro_ds006334_sub-07.nii.gz	V1	1	1.4353089	1
PT030_OpenNeuro_ds006067_sub-102.nii.gz	V1	1	1.4456112	1
PT030_OpenNeuro_ds006092_sub-24.nii.gz	V1	1	1.4458625	1
PT030_OpenNeuro_ds006092_sub-31.nii.gz	V1	1	1.4517882	1
PT030_OpenNeuro_ds006211_sub-06.nii.gz	V1	1	1.4566667	1
PT030_OpenNeuro_ds006092_sub-15.nii.gz	V1	1	1.4643135	1
PT030_OpenNeuro_ds006092_sub-10.nii.gz	V1	1	1.4679428	1
PT030_OpenNeuro_ds006105_sub-36.nii.gz	V1	1	1.4703517	1
PT030_OpenNeuro_ds006092_sub-21.nii.gz	V1	1	1.4900929	1
PT030_OpenNeuro_ds006092_sub-35.nii.gz	V1	1	1.4947855	1
PT030_OpenNeuro_ds006040_sub-28.nii.gz	V1	1	1.498062	1
PT030_OpenNeuro_ds006105_sub-69.nii.gz	V1	1	1.5042248	1
PT030_OpenNeuro_ds006010_sub-41.nii.gz	V1	1	1.5091853	1
PT030_OpenNeuro_ds006092_sub-45.nii.gz	V1	1	1.5098265	1
PT030_OpenNeuro_ds006105_sub-30.nii.gz	V1	1	1.5130225	1
PT030_OpenNeuro_ds006040_sub-18.nii.gz	V1	1	1.514571	1
PT030_OpenNeuro_ds006040_sub-13.nii.gz	V1	1	1.5147238	1
PT030_OpenNeuro_ds006012_sub-08.nii.gz	V1	1	1.5165458	1
PT030_OpenNeuro_ds006040_sub-15.nii.gz	V1	1	1.5190483	1
PT030_OpenNeuro_ds006105_sub-33.nii.gz	V1	1	1.520528	1
PT030_OpenNeuro_ds006092_sub-52.nii.gz	V1	1	1.5212996	1
PT030_OpenNeuro_ds006105_sub-22.nii.gz	V1	1	1.5233124	1
PT030_OpenNeuro_ds006105_sub-68.nii.gz	V1	1	1.5233217	1
PT030_OpenNeuro_ds006105_sub-34.nii.gz	V1	1	1.525205	1
PT030_OpenNeuro_ds006010_sub-42.nii.gz	V1	1	1.5292944	1
PT030_OpenNeuro_ds006012_sub-04.nii.gz	V1	1	1.5297884	1
PT030_OpenNeuro_ds006040_sub-08.nii.gz	V1	1	1.5334687	1
PT030_OpenNeuro_ds006105_sub-49.nii.gz	V1	1	1.5369401	1
PT030_OpenNeuro_ds006105_sub-35.nii.gz	V1	1	1.5388622	1
PT030_OpenNeuro_ds006012_sub-13.nii.gz	V1	1	1.5389998	1
PT030_OpenNeuro_ds006105_sub-05.nii.gz	V1	1	1.5402801	1
PT030_OpenNeuro_ds006105_sub-18.nii.gz	V1	1	1.5413154	1
PT030_OpenNeuro_ds006179_sub-17.nii.gz	V1	1	1.5432593	1
PT030_OpenNeuro_ds006012_sub-11.nii.gz	V1	1	1.5447776	1
PT030_OpenNeuro_ds006012_sub-15.nii.gz	V1	1	1.5474143	1
PT030_OpenNeuro_ds006131_sub-11.nii.gz	V1	1	1.5522081	1
PT030_OpenNeuro_ds006092_sub-17.nii.gz	V1	1	1.555825	1
PT030_OpenNeuro_ds006092_sub-28.nii.gz	V1	1	1.5578494	1
PT030_OpenNeuro_ds006105_sub-56.nii.gz	V1	1	1.5584607	1
PT030_OpenNeuro_ds006179_sub-09.nii.gz	V1	1	1.5610495	1
PT030_OpenNeuro_ds006179_sub-07.nii.gz	V1	1	1.5615743	1
PT030_OpenNeuro_ds006092_sub-41.nii.gz	V1	1	1.5626291	1
PT030_OpenNeuro_ds006395_sub-01.nii.gz	V1	1	1.5627643	1
PT030_OpenNeuro_ds006179_sub-08.nii.gz	V1	1	1.5675927	1
PT030_OpenNeuro_ds006010_sub-40.nii.gz	V1	1	1.5696683	1
PT030_OpenNeuro_ds006105_sub-72.nii.gz	V1	1	1.5706962	1
PT030_OpenNeuro_ds006092_sub-04.nii.gz	V1	1	1.5710298	1
PT030_OpenNeuro_ds006105_sub-03.nii.gz	V1	1	1.5711997	1
PT030_OpenNeuro_ds006105_sub-59.nii.gz	V1	1	1.571694	1
PT030_OpenNeuro_ds006179_sub-05.nii.gz	V1	1	1.5720887	1
PT030_OpenNeuro_ds006105_sub-40.nii.gz	V1	1	1.5722739	1
PT030_OpenNeuro_ds006267_sub-10.nii.gz	V1	1	1.5727564	1
PT030_OpenNeuro_ds006267_sub-11.nii.gz	V1	1	1.5765864	1
PT030_OpenNeuro_ds006033_sub-03.nii.gz	V1	1	1.5786748	1
PT030_OpenNeuro_ds006267_sub-20.nii.gz	V1	1	1.5810252	1
PT030_OpenNeuro_ds006105_sub-48.nii.gz	V1	1	1.5829173	1
PT030_OpenNeuro_ds006105_sub-47.nii.gz	V1	1	1.5846432	1
PT030_OpenNeuro_ds006033_sub-02.nii.gz	V1	1	1.5847273	1
PT030_OpenNeuro_ds006267_sub-22.nii.gz	V1	1	1.599058	1
PT030_OpenNeuro_ds006092_sub-06.nii.gz	V1	1	1.6003458	1
PT030_OpenNeuro_ds006267_sub-09.nii.gz	V1	1	1.6008862	1
PT030_OpenNeuro_ds006267_sub-16.nii.gz	V1	1	1.605245	1
PT030_OpenNeuro_ds006267_sub-02.nii.gz	V1	1	1.6103177	1
PT030_OpenNeuro_ds006267_sub-23.nii.gz	V1	1	1.6129103	1
PT030_OpenNeuro_ds006267_sub-01.nii.gz	V1	1	1.619086	1
PT030_OpenNeuro_ds006267_sub-13.nii.gz	V1	1	1.6228522	1
PT030_OpenNeuro_ds006267_sub-14.nii.gz	V1	1	1.6249021	1
PT030_OpenNeuro_ds006267_sub-05.nii.gz	V1	1	1.6254903	1
PT030_OpenNeuro_ds006267_sub-18.nii.gz	V1	1	1.634391	1
PT030_OpenNeuro_ds006267_sub-15.nii.gz	V1	1	1.6345909	1
PT030_OpenNeuro_ds006267_sub-12.nii.gz	V1	1	1.638432	1
PT030_OpenNeuro_ds006267_sub-04.nii.gz	V1	1	1.6384755	1
PT030_OpenNeuro_ds006267_sub-19.nii.gz	V1	1	1.6409106	1
PT030_OpenNeuro_ds006267_sub-06.nii.gz	V1	1	1.643092	1
PT030_OpenNeuro_ds006267_sub-07.nii.gz	V1	1	1.6437283	1
PT030_OpenNeuro_ds006267_sub-21.nii.gz	V1	1	1.6454357	1
PT030_OpenNeuro_ds006267_sub-03.nii.gz	V1	1	1.6461254	1
PT030_OpenNeuro_ds006267_sub-17.nii.gz	V1	1	1.6486721	1
PT030_OpenNeuro_ds006267_sub-24.nii.gz	V1	1	1.6512432	1
PT030_OpenNeuro_ds006267_sub-08.nii.gz	V1	1	1.6560599	1
