participant_id	session	run	corr_mean	qc
PT030_OpenNeuro_ds004440_sub-45.nii.gz	V1	1	1.306892	1
PT030_OpenNeuro_ds004484_sub-17.nii.gz	V1	1	1.3166616	1
PT030_OpenNeuro_ds004443_sub-01.nii.gz	V1	1	1.3686371	1
PT030_OpenNeuro_ds004443_sub-02.nii.gz	V1	1	1.3712548	1
PT030_OpenNeuro_ds004470_sub-05.nii.gz	V1	1	1.3762838	1
PT030_OpenNeuro_ds004470_sub-20.nii.gz	V1	1	1.3862811	1
PT030_OpenNeuro_ds004470_sub-04.nii.gz	V1	1	1.39532	1
PT030_OpenNeuro_ds004470_sub-26.nii.gz	V1	1	1.401566	1
PT030_OpenNeuro_ds004440_sub-49.nii.gz	V1	1	1.4135909	1
PT030_OpenNeuro_ds004470_sub-32.nii.gz	V1	1	1.4199765	1
PT030_OpenNeuro_ds004470_sub-29.nii.gz	V1	1	1.420114	1
PT030_OpenNeuro_ds004470_sub-14.nii.gz	V1	1	1.426421	1
PT030_OpenNeuro_ds004470_sub-10.nii.gz	V1	1	1.4281447	1
PT030_OpenNeuro_ds004470_sub-01.nii.gz	V1	1	1.4463234	1
PT030_OpenNeuro_ds004470_sub-28.nii.gz	V1	1	1.4489479	1
PT030_OpenNeuro_ds004470_sub-23.nii.gz	V1	1	1.4505979	1
PT030_OpenNeuro_ds004440_sub-47.nii.gz	V1	1	1.4544079	1
PT030_OpenNeuro_ds004470_sub-13.nii.gz	V1	1	1.4596136	1
PT030_OpenNeuro_ds004470_sub-17.nii.gz	V1	1	1.4616064	1
PT030_OpenNeuro_ds004470_sub-09.nii.gz	V1	1	1.4624801	1
PT030_OpenNeuro_ds004470_sub-24.nii.gz	V1	1	1.4626995	1
PT030_OpenNeuro_ds004470_sub-06.nii.gz	V1	1	1.4628302	1
PT030_OpenNeuro_ds004470_sub-11.nii.gz	V1	1	1.463923	1
PT030_OpenNeuro_ds004470_sub-08.nii.gz	V1	1	1.4684696	1
PT030_OpenNeuro_ds004470_sub-18.nii.gz	V1	1	1.4707233	1
PT030_OpenNeuro_ds004470_sub-30.nii.gz	V1	1	1.4739454	1
PT030_OpenNeuro_ds004470_sub-16.nii.gz	V1	1	1.4743162	1
PT030_OpenNeuro_ds004470_sub-27.nii.gz	V1	1	1.4745252	1
PT030_OpenNeuro_ds004470_sub-19.nii.gz	V1	1	1.4754442	1
PT030_OpenNeuro_ds004484_sub-19.nii.gz	V1	1	1.4754688	1
PT030_OpenNeuro_ds004470_sub-31.nii.gz	V1	1	1.4757624	1
PT030_OpenNeuro_ds004470_sub-02.nii.gz	V1	1	1.4804695	1
PT030_OpenNeuro_ds004470_sub-07.nii.gz	V1	1	1.484469	1
PT030_OpenNeuro_ds004484_sub-14.nii.gz	V1	1	1.4882829	1
PT030_OpenNeuro_ds004469_sub-21.nii.gz	V1	1	1.506336	1
PT030_OpenNeuro_ds004470_sub-25.nii.gz	V1	1	1.5149946	1
PT030_OpenNeuro_ds004470_sub-12.nii.gz	V1	1	1.516078	1
PT030_OpenNeuro_ds004499_sub-19.nii.gz	V1	1	1.5441194	1
PT030_OpenNeuro_ds004482_sub-07.nii.gz	V1	1	1.5532254	1
PT030_OpenNeuro_ds004499_sub-02.nii.gz	V1	1	1.5553343	1
PT030_OpenNeuro_ds004482_sub-18.nii.gz	V1	1	1.5674174	1
PT030_OpenNeuro_ds004478_sub-03.nii.gz	V1	1	1.5688825	1
PT030_OpenNeuro_ds004499_sub-09.nii.gz	V1	1	1.56958	1
PT030_OpenNeuro_ds004469_sub-22.nii.gz	V1	1	1.5746644	1
PT030_OpenNeuro_ds004469_sub-08.nii.gz	V1	1	1.5764543	1
PT030_OpenNeuro_ds004482_sub-12.nii.gz	V1	1	1.577675	1
PT030_OpenNeuro_ds004482_sub-06.nii.gz	V1	1	1.5805469	1
PT030_OpenNeuro_ds004469_sub-02.nii.gz	V1	1	1.5815041	1
PT030_OpenNeuro_ds004499_sub-18.nii.gz	V1	1	1.5869337	1
PT030_OpenNeuro_ds004469_sub-17.nii.gz	V1	1	1.5937628	1
PT030_OpenNeuro_ds004466_sub-055.nii.gz	V1	1	1.5938867	1
PT030_OpenNeuro_ds004499_sub-30.nii.gz	V1	1	1.5970984	1
