participant_id	session	run	corr_mean	qc
sub-103116472269.nii.gz	V1	1	1.5273352	1
sub-1023_ses-wave3.nii.gz	V1	1	1.5955422	1
sub-1011_ses-wave1.nii.gz	V1	1	1.6115286	1
sub-103779498683.nii.gz	V1	1	1.6121393	1
sub-1007_ses-wave2.nii.gz	V1	1	1.6195383	1
sub-101428024622.nii.gz	V1	1	1.6254035	1
sub-1023_ses-wave2.nii.gz	V1	1	1.6287131	1
sub-1007_ses-wave3.nii.gz	V1	1	1.6301075	1
sub-1045_ses-wave1.nii.gz	V1	1	1.6343721	1
sub-1043_ses-wave1.nii.gz	V1	1	1.6365646	1
RRIB_sub-124.nii.gz	V1	1	1.6437937	1
RRIB_sub-112.nii.gz	V1	1	1.6454921	1
sub-1023_ses-wave1.nii.gz	V1	1	1.6480923	1
RRIB_sub-122.nii.gz	V1	1	1.6536049	1
sub-1007_ses-wave1.nii.gz	V1	1	1.6544764	1
RRIB_sub-149.nii.gz	V1	1	1.664293	1
sub-100053248969.nii.gz	V1	1	1.6659905	1
RRIB_sub-141.nii.gz	V1	1	1.6780748	1
RRIB_sub-111.nii.gz	V1	1	1.6796613	1
sub-103326586557.nii.gz	V1	1	1.6928802	1
RRIB_sub-130.nii.gz	V1	1	1.6931578	1
RRIB_sub-155.nii.gz	V1	1	1.6976975	1
sub-1031_ses-wave2.nii.gz	V1	1	1.6983212	1
sub-1003_ses-wave3.nii.gz	V1	1	1.6984539	1
sub-1003_ses-wave2.nii.gz	V1	1	1.6993976	1
RRIB_sub-145.nii.gz	V1	1	1.7001495	1
sub-103_ses-wave2.nii.gz	V1	1	1.7025902	1
RRIB_sub-113.nii.gz	V1	1	1.7062299	1
RRIB_sub-140.nii.gz	V1	1	1.7094444	1
RRIB_sub-143.nii.gz	V1	1	1.7103696	1
sub-104333986026.nii.gz	V1	1	1.7132617	1
RRIB_sub-109.nii.gz	V1	1	1.7144866	1
sub-103_ses-wave1.nii.gz	V1	1	1.7155383	1
RRIB_sub-120.nii.gz	V1	1	1.7165879	1
RRIB_sub-148.nii.gz	V1	1	1.7167523	1
sub-102730278561.nii.gz	V1	1	1.718462	1
sub-103_ses-wave3.nii.gz	V1	1	1.7197069	1
RRIB_sub-138.nii.gz	V1	1	1.7214193	1
RRIB_sub-125.nii.gz	V1	1	1.7249694	1
RRIB_sub-108.nii.gz	V1	1	1.7262715	1
RRIB_sub-132.nii.gz	V1	1	1.7268621	1
sub-1031_ses-wave1.nii.gz	V1	1	1.7322193	1
sub-101942030871.nii.gz	V1	1	1.7339351	1
RRIB_sub-142.nii.gz	V1	1	1.7341824	1
sub-102706842377.nii.gz	V1	1	1.7356567	1
sub-1013_ses-wave2.nii.gz	V1	1	1.7376232	1
sub-101_ses-wave1.nii.gz	V1	1	1.7377831	1
sub-1013_ses-wave1.nii.gz	V1	1	1.7389268	1
sub-1031_ses-wave3.nii.gz	V1	1	1.740479	1
sub-100479214233.nii.gz	V1	1	1.7423801	1
sub-100544064116.nii.gz	V1	1	1.7427325	1
RRIB_sub-110.nii.gz	V1	1	1.7433245	1
RRIB_sub-105.nii.gz	V1	1	1.7435334	1
RRIB_sub-117.nii.gz	V1	1	1.7451662	1
RRIB_sub-119.nii.gz	V1	1	1.7454066	1
RRIB_sub-102.nii.gz	V1	1	1.7486401	1
sub-1003_ses-wave1.nii.gz	V1	1	1.748984	1
RRIB_sub-139.nii.gz	V1	1	1.749969	1
RRIB_sub-104.nii.gz	V1	1	1.755226	1
sub-1041_ses-wave1.nii.gz	V1	1	1.757703	1
RRIB_sub-137.nii.gz	V1	1	1.7584949	1
RRIB_sub-123.nii.gz	V1	1	1.7588401	1
sub-1013_ses-wave3.nii.gz	V1	1	1.7606831	1
RRIB_sub-107.nii.gz	V1	1	1.7639943	1
RRIB_sub-133.nii.gz	V1	1	1.7657077	1
RRIB_sub-103.nii.gz	V1	1	1.7667156	1
RRIB_sub-121.nii.gz	V1	1	1.7683094	1
sub-1008_ses-wave1.nii.gz	V1	1	1.7685668	1
RRIB_sub-153.nii.gz	V1	1	1.7689084	1
sub-1022_ses-wave1.nii.gz	V1	1	1.7690684	1
RRIB_sub-128.nii.gz	V1	1	1.7705761	1
RRIB_sub-118.nii.gz	V1	1	1.7728384	1
RRIB_sub-131.nii.gz	V1	1	1.7731798	1
RRIB_sub-144.nii.gz	V1	1	1.7734487	1
RRIB_sub-152.nii.gz	V1	1	1.7740257	1
sub-1008_ses-wave2.nii.gz	V1	1	1.7746613	1
sub-104230378530.nii.gz	V1	1	1.7749578	1
sub-101404752059.nii.gz	V1	1	1.7763277	1
RRIB_sub-134.nii.gz	V1	1	1.7769376	1
RRIB_sub-114.nii.gz	V1	1	1.7792494	1
RRIB_sub-126.nii.gz	V1	1	1.784841	1
sub-100263562592.nii.gz	V1	1	1.7872298	1
sub-1022_ses-wave3.nii.gz	V1	1	1.7876086	1
RRIB_sub-151.nii.gz	V1	1	1.7877276	1
RRIB_sub-136.nii.gz	V1	1	1.7895824	1
RRIB_sub-115.nii.gz	V1	1	1.7897619	1
RRIB_sub-127.nii.gz	V1	1	1.7932771	1
RRIB_sub-106.nii.gz	V1	1	1.7939802	1
sub-100536464191.nii.gz	V1	1	1.7950917	1
sub-1022_ses-wave2.nii.gz	V1	1	1.795245	1
RRIB_sub-157.nii.gz	V1	1	1.7986218	1
RRIB_sub-154.nii.gz	V1	1	1.7987957	1
RRIB_sub-156.nii.gz	V1	1	1.7996904	1
RRIB_sub-146.nii.gz	V1	1	1.8089167	1
RRIB_sub-147.nii.gz	V1	1	1.8090385	1
RRIB_sub-158.nii.gz	V1	1	1.8101449	1
RRIB_sub-116.nii.gz	V1	1	1.821324	1
RRIB_sub-150.nii.gz	V1	1	1.8218269	1
RRIB_sub-135.nii.gz	V1	1	1.8227686	1
RRIB_sub-129.nii.gz	V1	1	1.8232785	1
