participant_id	session	run	corr_mean	qc
sub-OAS30061_ses-d0035.nii.gz	V1	1	1.4500769	1
sub-CC721434.nii.gz	V1	1	1.466007	1
sub-CC721292.nii.gz	V1	1	1.4672022	1
sub-OAS30007_ses-d0061_run-01.nii.gz	V1	1	1.4701931	1
sub-CC721704.nii.gz	V1	1	1.4761431	1
sub-OAS30088_ses-d0093_run-01.nii.gz	V1	1	1.4968284	1
sub-CC721374.nii.gz	V1	1	1.5208331	1
sub-OAS30075_ses-d0143.nii.gz	V1	1	1.5229845	1
sub-OAS30002_sess-d1680.nii.gz	V1	1	1.5235845	1
sub-CC722421.nii.gz	V1	1	1.5272707	1
sub-OAS30071_ses-d0018.nii.gz	V1	1	1.528643	1
sub-OAS30026_ses-d0048.nii.gz	V1	1	1.5311617	1
sub-OAS30050_ses-d0110.nii.gz	V1	1	1.5355313	1
sub-OAS30007_ses-d0061_run-02.nii.gz	V1	1	1.5363721	1
sub-CC721052.nii.gz	V1	1	1.5368913	1
sub-OAS30073_ses-d1587_run-01.nii.gz	V1	1	1.53879	1
sub-OAS30073_ses-d1587_run-02.nii.gz	V1	1	1.5434759	1
sub-CC722891.nii.gz	V1	1	1.5462118	1
sub-CC721585.nii.gz	V1	1	1.5508127	1
sub-OAS30028_ses-d0043_run-02.nii.gz	V1	1	1.5511664	1
sub-CC723197.nii.gz	V1	1	1.551393	1
sub-OAS30033_ses-d0133_run-02.nii.gz	V1	1	1.5529523	1
sub-OAS30057_ses-d0075.nii.gz	V1	1	1.5533074	1
sub-OAS30036_ses-d0059.nii.gz	V1	1	1.5534872	1
sub-OAS30040_ses-d4230_run-01.nii.gz	V1	1	1.5537914	1
sub-OAS30040_ses-d4230_run-02.nii.gz	V1	1	1.5559478	1
sub-CC721377.nii.gz	V1	1	1.5566134	1
sub-OAS30028_ses-d0043_run-01.nii.gz	V1	1	1.5579027	1
sub-CC721107.nii.gz	V1	1	1.56189	1
sub-OAS30003_ses-d2669.nii.gz	V1	1	1.564934	1
sub-OAS30046_ses-d0072_run-01.nii.gz	V1	1	1.5661727	1
sub-CC721891.nii.gz	V1	1	1.5676996	1
sub-OAS30066_ses-d2006.nii.gz	V1	1	1.5677484	1
sub-CC721392.nii.gz	V1	1	1.5677612	1
sub-OAS30033_ses-d0133_run-01.nii.gz	V1	1	1.5689113	1
sub-CC721894.nii.gz	V1	1	1.5700816	1
sub-OAS30049_ses-d1633.nii.gz	V1	1	1.5707262	1
sub-CC721729.nii.gz	V1	1	1.572678	1
sub-OAS30060_ses-d0074_run-02.nii.gz	V1	1	1.5756704	1
sub-OAS30046_ses-d0072_run-02.nii.gz	V1	1	1.5767995	1
sub-OAS30006_ses-d0166.nii.gz	V1	1	1.5774245	1
sub-OAS30062_ses-d1134_run-01.nii.gz	V1	1	1.5816658	1
sub-CC722536.nii.gz	V1	1	1.5831809	1
sub-CC722542.nii.gz	V1	1	1.5838825	1
sub-CC721504.nii.gz	V1	1	1.5840386	1
sub-OAS30060_ses-d0074_run-01.nii.gz	V1	1	1.5842131	1
sub-OAS30027_ses-d0433_run-03.nii.gz	V1	1	1.5853497	1
sub-OAS30014_ses-d0196_run-02.nii.gz	V1	1	1.586382	1
sub-OAS30037_ses-d0154.nii.gz	V1	1	1.5874172	1
sub-OAS30038_ses-d3376.nii.gz	V1	1	1.5884686	1
sub-OAS30062_ses-d1134_run-02.nii.gz	V1	1	1.5896081	1
sub-OAS30030_ses-d0170.nii.gz	V1	1	1.5902879	1
sub-OAS30025_ses-d0210_run-02.nii.gz	V1	1	1.5908239	1
sub-OAS30027_ses-d0433_run-01.nii.gz	V1	1	1.5909777	1
sub-OAS30080_ses-d0048.nii.gz	V1	1	1.5918189	1
sub-OAS30042_ses-d0067.nii.gz	V1	1	1.5924902	1
sub-OAS30084_ses-d0470_run-02.nii.gz	V1	1	1.5924995	1
sub-OAS30077_ses-d0944.nii.gz	V1	1	1.5931597	1
sub-OAS30044_ses-d0054.nii.gz	V1	1	1.595698	1
sub-OAS30025_ses-d0210_run-01.nii.gz	V1	1	1.5967728	1
sub-OAS30065_ses-d0548.nii.gz	V1	1	1.59714	1
sub-OAS30074_ses-d0049_run-01.nii.gz	V1	1	1.5984567	1
sub-OAS30027_ses-d0433_run-02.nii.gz	V1	1	1.598804	1
sub-OAS30074_ses-d0049_run-02.nii.gz	V1	1	1.5988492	1
sub-CC721291.nii.gz	V1	1	1.600876	1
sub-CC721648.nii.gz	V1	1	1.6009417	1
sub-CC722651.nii.gz	V1	1	1.601067	1
sub-OAS30055_sess-d0065.nii.gz	V1	1	1.6017886	1
sub-OAS30067_ses-d0057.nii.gz	V1	1	1.6021308	1
sub-OAS30015_ses-d0116_run-02.nii.gz	V1	1	1.6024903	1
sub-OAS30014_ses-d0196_run-01.nii.gz	V1	1	1.607285	1
sub-CC721114.nii.gz	V1	1	1.6085225	1
sub-CC721418.nii.gz	V1	1	1.6086396	1
sub-OAS30079_ses-d0019_run-02.nii.gz	V1	1	1.6089518	1
sub-CC721707.nii.gz	V1	1	1.6094761	1
sub-OAS30015_ses-d0116_run-01.nii.gz	V1	1	1.6097687	1
sub-CC721224.nii.gz	V1	1	1.6105729	1
sub-OAS30001_ses-d0129_run-02.nii.gz	V1	1	1.6120715	1
sub-OAS30001_ses-d0129_run-01.nii.gz	V1	1	1.613295	1
sub-OAS30010_ses-d0068.nii.gz	V1	1	1.6139452	1
sub-OAS30032_ses-d1661_run-02.nii.gz	V1	1	1.6154407	1
sub-CC723395.nii.gz	V1	1	1.6157273	1
sub-CC721888.nii.gz	V1	1	1.6160556	1
sub-OAS30084_ses-d0470_run-01.nii.gz	V1	1	1.616441	1
sub-OAS30039_ses-d0103.nii.gz	V1	1	1.6166966	1
