participant_id	session	run	corr_mean	qc
PT030_OpenNeuro_ds000228_sub-029.nii.gz	V1	1	1.7184983	1
PT030_OpenNeuro_ds000228_sub-024.nii.gz	V1	1	1.7400869	1
PT030_OpenNeuro_ds000228_sub-030.nii.gz	V1	1	1.7597114	1
PT030_OpenNeuro_ds000228_sub-017.nii.gz	V1	1	1.7610757	1
PT030_OpenNeuro_ds000228_sub-018.nii.gz	V1	1	1.7642463	1
PT030_OpenNeuro_ds000228_sub-020.nii.gz	V1	1	1.768235	1
PT030_OpenNeuro_ds000228_sub-019.nii.gz	V1	1	1.7685214	1
PT030_OpenNeuro_ds000228_sub-103.nii.gz	V1	1	1.7812016	1
PT030_OpenNeuro_ds000228_sub-100.nii.gz	V1	1	1.7855854	1
PT030_OpenNeuro_ds000228_sub-087.nii.gz	V1	1	1.7920758	1
PT030_OpenNeuro_ds000228_sub-108.nii.gz	V1	1	1.7938412	1
PT030_OpenNeuro_ds000228_sub-057.nii.gz	V1	1	1.7998427	1
PT030_OpenNeuro_ds000228_sub-101.nii.gz	V1	1	1.8011273	1
PT030_OpenNeuro_ds000228_sub-109.nii.gz	V1	1	1.8048475	1
PT030_OpenNeuro_ds000228_sub-025.nii.gz	V1	1	1.8117712	1
PT030_OpenNeuro_ds000228_sub-022.nii.gz	V1	1	1.8195149	1
PT030_OpenNeuro_ds000228_sub-061.nii.gz	V1	1	1.8203421	1
PT030_OpenNeuro_ds000228_sub-028.nii.gz	V1	1	1.8267142	1
PT030_OpenNeuro_ds000228_sub-065.nii.gz	V1	1	1.8320458	1
PT030_OpenNeuro_ds000228_sub-097.nii.gz	V1	1	1.832803	1
PT030_OpenNeuro_ds000228_sub-074.nii.gz	V1	1	1.8397737	1
PT030_OpenNeuro_ds000228_sub-062.nii.gz	V1	1	1.8411975	1
PT030_OpenNeuro_ds000228_sub-114.nii.gz	V1	1	1.8464392	1
PT030_OpenNeuro_ds000228_sub-033.nii.gz	V1	1	1.8477987	1
PT030_OpenNeuro_ds000228_sub-031.nii.gz	V1	1	1.8478625	1
PT030_OpenNeuro_ds000228_sub-083.nii.gz	V1	1	1.8478888	1
PT030_OpenNeuro_ds000228_sub-016.nii.gz	V1	1	1.8480804	1
PT030_OpenNeuro_ds000228_sub-111.nii.gz	V1	1	1.8484977	1
PT030_OpenNeuro_ds000228_sub-043.nii.gz	V1	1	1.8486682	1
PT030_OpenNeuro_ds000228_sub-027.nii.gz	V1	1	1.848787	1
PT030_OpenNeuro_ds000228_sub-098.nii.gz	V1	1	1.8501433	1
PT030_OpenNeuro_ds000228_sub-082.nii.gz	V1	1	1.8503766	1
PT030_OpenNeuro_ds000228_sub-047.nii.gz	V1	1	1.8519077	1
PT030_OpenNeuro_ds000228_sub-088.nii.gz	V1	1	1.8527231	1
PT030_OpenNeuro_ds000228_sub-023.nii.gz	V1	1	1.8531094	1
PT030_OpenNeuro_ds000228_sub-052.nii.gz	V1	1	1.853262	1
PT030_OpenNeuro_ds000228_sub-093.nii.gz	V1	1	1.8541095	1
PT030_OpenNeuro_ds000228_sub-110.nii.gz	V1	1	1.8553661	1
PT030_OpenNeuro_ds000228_sub-102.nii.gz	V1	1	1.8570508	1
PT030_OpenNeuro_ds000228_sub-096.nii.gz	V1	1	1.8572246	1
PT030_OpenNeuro_ds000228_sub-039.nii.gz	V1	1	1.8582616	1
PT030_OpenNeuro_ds000228_sub-050.nii.gz	V1	1	1.8592681	1
PT030_OpenNeuro_ds000228_sub-069.nii.gz	V1	1	1.8599284	1
PT030_OpenNeuro_ds000228_sub-053.nii.gz	V1	1	1.8612741	1
PT030_OpenNeuro_ds000228_sub-059.nii.gz	V1	1	1.8620754	1
PT030_OpenNeuro_ds000228_sub-063.nii.gz	V1	1	1.8627352	1
PT030_OpenNeuro_ds000228_sub-026.nii.gz	V1	1	1.862761	1
PT030_OpenNeuro_ds000228_sub-055.nii.gz	V1	1	1.8645115	1
PT030_OpenNeuro_ds000228_sub-073.nii.gz	V1	1	1.865147	1
PT030_OpenNeuro_ds000228_sub-115.nii.gz	V1	1	1.8685049	1
PT030_OpenNeuro_ds000228_sub-068.nii.gz	V1	1	1.8687524	1
PT030_OpenNeuro_ds000228_sub-021.nii.gz	V1	1	1.869442	1
PT030_OpenNeuro_ds000228_sub-056.nii.gz	V1	1	1.8695991	1
PT030_OpenNeuro_ds000228_sub-046.nii.gz	V1	1	1.8700124	1
PT030_OpenNeuro_ds000228_sub-112.nii.gz	V1	1	1.8703433	1
PT030_OpenNeuro_ds000228_sub-079.nii.gz	V1	1	1.8714566	1
PT030_OpenNeuro_ds000228_sub-113.nii.gz	V1	1	1.8719751	1
PT030_OpenNeuro_ds000228_sub-051.nii.gz	V1	1	1.8720049	1
PT030_OpenNeuro_ds000228_sub-070.nii.gz	V1	1	1.873088	1
PT030_OpenNeuro_ds000228_sub-040.nii.gz	V1	1	1.8735442	1
PT030_OpenNeuro_ds000228_sub-077.nii.gz	V1	1	1.8753016	1
PT030_OpenNeuro_ds000228_sub-041.nii.gz	V1	1	1.8757766	1
PT030_OpenNeuro_ds000228_sub-086.nii.gz	V1	1	1.876613	1
PT030_OpenNeuro_ds000228_sub-042.nii.gz	V1	1	1.8777976	1
PT030_OpenNeuro_ds000228_sub-037.nii.gz	V1	1	1.878849	1
PT030_OpenNeuro_ds000228_sub-038.nii.gz	V1	1	1.8820653	1
PT030_OpenNeuro_ds000228_sub-107.nii.gz	V1	1	1.8821679	1
PT030_OpenNeuro_ds000228_sub-081.nii.gz	V1	1	1.8831545	1
PT030_OpenNeuro_ds000228_sub-085.nii.gz	V1	1	1.8850945	1
PT030_OpenNeuro_ds000228_sub-071.nii.gz	V1	1	1.8860643	1
PT030_OpenNeuro_ds000228_sub-075.nii.gz	V1	1	1.8868357	1
PT030_OpenNeuro_ds000228_sub-099.nii.gz	V1	1	1.8876483	1
PT030_OpenNeuro_ds000228_sub-045.nii.gz	V1	1	1.8879396	1
PT030_OpenNeuro_ds000228_sub-076.nii.gz	V1	1	1.8882066	1
PT030_OpenNeuro_ds000228_sub-058.nii.gz	V1	1	1.8893217	1
PT030_OpenNeuro_ds000228_sub-094.nii.gz	V1	1	1.8896233	1
PT030_OpenNeuro_ds000228_sub-080.nii.gz	V1	1	1.8911986	1
PT030_OpenNeuro_ds000228_sub-072.nii.gz	V1	1	1.8921481	1
PT030_OpenNeuro_ds000228_sub-049.nii.gz	V1	1	1.8921955	1
PT030_OpenNeuro_ds000228_sub-035.nii.gz	V1	1	1.8938613	1
PT030_OpenNeuro_ds000228_sub-091.nii.gz	V1	1	1.8945906	1
PT030_OpenNeuro_ds000228_sub-048.nii.gz	V1	1	1.8948361	1
PT030_OpenNeuro_ds000228_sub-078.nii.gz	V1	1	1.8950994	1
PT030_OpenNeuro_ds000228_sub-089.nii.gz	V1	1	1.8965464	1
PT030_OpenNeuro_ds000228_sub-067.nii.gz	V1	1	1.8976992	1
PT030_OpenNeuro_ds000228_sub-105.nii.gz	V1	1	1.8987013	1
PT030_OpenNeuro_ds000228_sub-036.nii.gz	V1	1	1.9004458	1
PT030_OpenNeuro_ds000228_sub-116.nii.gz	V1	1	1.901976	1
PT030_OpenNeuro_ds000228_sub-095.nii.gz	V1	1	1.9035429	1
PT030_OpenNeuro_ds000228_sub-104.nii.gz	V1	1	1.9051487	1
PT030_OpenNeuro_ds000228_sub-032.nii.gz	V1	1	1.9064378	1
PT030_OpenNeuro_ds000228_sub-060.nii.gz	V1	1	1.9070092	1
PT030_OpenNeuro_ds000228_sub-034.nii.gz	V1	1	1.9093417	1
PT030_OpenNeuro_ds000228_sub-064.nii.gz	V1	1	1.9099776	1
PT030_OpenNeuro_ds000228_sub-106.nii.gz	V1	1	1.9118314	1
PT030_OpenNeuro_ds000228_sub-066.nii.gz	V1	1	1.9126928	1
PT030_OpenNeuro_ds000228_sub-090.nii.gz	V1	1	1.9168466	1
PT030_OpenNeuro_ds000228_sub-044.nii.gz	V1	1	1.919082	1
PT030_OpenNeuro_ds000228_sub-054.nii.gz	V1	1	1.919988	1
PT030_OpenNeuro_ds000228_sub-084.nii.gz	V1	1	1.9357888	1
