participant_id	session	run	corr_mean	qc
PT036_Yale_HighRes_sub-013.nii.gz	V1	1	1.449382	1
PT036_Yale_HighRes_sub-018.nii.gz	V1	1	1.466607	1
PT036_Yale_HighRes_sub-015.nii.gz	V1	1	1.4918928	1
PT036_Yale_HighRes_sub-039.nii.gz	V1	1	1.5408131	1
PT036_Yale_HighRes_sub-025.nii.gz	V1	1	1.5455714	1
PT036_Yale_HighRes_sub-060.nii.gz	V1	1	1.5517665	1
PT036_Yale_HighRes_sub-026.nii.gz	V1	1	1.553793	1
PT036_Yale_HighRes_sub-031.nii.gz	V1	1	1.5578837	1
PT036_Yale_HighRes_sub-089.nii.gz	V1	1	1.5584636	1
PT036_Yale_HighRes_sub-033.nii.gz	V1	1	1.559511	1
PT036_Yale_HighRes_sub-128.nii.gz	V1	1	1.561598	1
PT036_Yale_HighRes_sub-109.nii.gz	V1	1	1.569588	1
PT036_Yale_HighRes_sub-062.nii.gz	V1	1	1.5937198	1
PT036_Yale_HighRes_sub-127.nii.gz	V1	1	1.5940351	1
PT036_Yale_HighRes_sub-087.nii.gz	V1	1	1.6030097	1
PT036_Yale_HighRes_sub-129.nii.gz	V1	1	1.604894	1
PT034_Wayne_sub-081.nii.gz	V1	1	1.6106197	1
PT036_Yale_HighRes_sub-051.nii.gz	V1	1	1.6118717	1
PT036_Yale_HighRes_sub-034.nii.gz	V1	1	1.6178224	1
PT034_Wayne_sub-092.nii.gz	V1	1	1.6185112	1
PT036_Yale_HighRes_sub-064.nii.gz	V1	1	1.6222093	1
PT036_Yale_HighRes_sub-021.nii.gz	V1	1	1.6274258	1
PT036_Yale_HighRes_sub-045.nii.gz	V1	1	1.6396148	1
PT036_Yale_HighRes_sub-090.nii.gz	V1	1	1.6641176	1
PT036_Yale_HighRes_sub-027.nii.gz	V1	1	1.6695467	1
PT034_Wayne_sub-112.nii.gz	V1	1	1.6695608	1
PT034_Wayne_sub-104.nii.gz	V1	1	1.6738201	1
PT034_Wayne_sub-105.nii.gz	V1	1	1.674536	1
PT036_Yale_HighRes_sub-055.nii.gz	V1	1	1.6862618	1
PT036_Yale_HighRes_sub-028.nii.gz	V1	1	1.6872135	1
PT034_Wayne_sub-082.nii.gz	V1	1	1.6888806	1
PT034_Wayne_sub-103.nii.gz	V1	1	1.6901388	1
PT034_Wayne_sub-088.nii.gz	V1	1	1.6948041	1
PT034_Wayne_sub-093.nii.gz	V1	1	1.7116604	1
PT036_Yale_HighRes_sub-059.nii.gz	V1	1	1.7179142	1
PT034_Wayne_sub-106.nii.gz	V1	1	1.7179922	1
PT034_Wayne_sub-108.nii.gz	V1	1	1.7263869	1
PT034_Wayne_sub-072.nii.gz	V1	1	1.7267286	1
PT034_Wayne_sub-110.nii.gz	V1	1	1.7313125	1
PT036_Yale_HighRes_sub-050.nii.gz	V1	1	1.7313908	1
PT036_Yale_HighRes_sub-083.nii.gz	V1	1	1.7316664	1
PT034_Wayne_sub-113.nii.gz	V1	1	1.7338806	1
PT034_Wayne_sub-096.nii.gz	V1	1	1.7354199	1
PT036_Yale_HighRes_sub-035.nii.gz	V1	1	1.7361542	1
PT034_Wayne_sub-109.nii.gz	V1	1	1.7393103	1
PT034_Wayne_sub-102.nii.gz	V1	1	1.7434505	1
PT034_Wayne_sub-079.nii.gz	V1	1	1.7489883	1
PT036_Yale_HighRes_sub-054.nii.gz	V1	1	1.7498637	1
PT034_Wayne_sub-077.nii.gz	V1	1	1.7500035	1
PT034_Wayne_sub-097.nii.gz	V1	1	1.7558213	1
PT036_Yale_HighRes_sub-044.nii.gz	V1	1	1.7575696	1
PT034_Wayne_sub-084.nii.gz	V1	1	1.7590485	1
PT034_Wayne_sub-083.nii.gz	V1	1	1.7593131	1
PT034_Wayne_sub-107.nii.gz	V1	1	1.7598747	1
PT036_Yale_HighRes_sub-074.nii.gz	V1	1	1.7608219	1
PT036_Yale_HighRes_sub-126.nii.gz	V1	1	1.7622375	1
PT034_Wayne_sub-114.nii.gz	V1	1	1.7634798	1
PT034_Wayne_sub-076.nii.gz	V1	1	1.7693884	1
PT034_Wayne_sub-098.nii.gz	V1	1	1.7746248	1
PT034_Wayne_sub-099.nii.gz	V1	1	1.7749377	1
PT036_Yale_HighRes_sub-037.nii.gz	V1	1	1.7766442	1
PT034_Wayne_sub-091.nii.gz	V1	1	1.7775462	1
PT036_Yale_HighRes_sub-030.nii.gz	V1	1	1.7781628	1
PT034_Wayne_sub-087.nii.gz	V1	1	1.7814695	1
PT034_Wayne_sub-080.nii.gz	V1	1	1.7815236	1
PT036_Yale_HighRes_sub-130.nii.gz	V1	1	1.783644	1
PT036_Yale_HighRes_sub-049.nii.gz	V1	1	1.7846663	1
PT036_Yale_HighRes_sub-053.nii.gz	V1	1	1.7855481	1
PT034_Wayne_sub-101.nii.gz	V1	1	1.7936444	1
PT034_Wayne_sub-075.nii.gz	V1	1	1.7990338	1
PT036_Yale_HighRes_sub-102.nii.gz	V1	1	1.8018787	1
PT034_Wayne_sub-111.nii.gz	V1	1	1.8053287	1
PT036_Yale_HighRes_sub-017.nii.gz	V1	1	1.8077881	1
PT034_Wayne_sub-089.nii.gz	V1	1	1.8195825	1
PT034_Wayne_sub-078.nii.gz	V1	1	1.8220583	1
PT034_Wayne_sub-095.nii.gz	V1	1	1.8230672	1
